registry_path,folder,mime,size_bytes,bucket,matched_uuid,matched_title,matched_series,tier,confidence,evidence,candidate_uuids
Ontheroad/on-the-road-verification-of-spiritual-realities.mp4,Ontheroad,video/mp4,1111850016,A,230;231;232,Verification of Spiritual Realities,On The Road Talk Series,T1p,1.00,"exact after collection-prefix strip: verificationofspiritualrealities, verificationspiritualrealities",
Ontheroad/spiritual-will-part1.mp4,Ontheroad,video/mp4,399064557,A,228;229,Spiritual Will Inspiring Q & A,On The Road Talk Series,T1c,1.00,containment: registry key 'spiritualwill' inside master key,
Ontheroad/spiritual-will-part2.mp4,Ontheroad,video/mp4,389532592,A,228;229,Spiritual Will Inspiring Q & A,On The Road Talk Series,T1c,1.00,containment: registry key 'spiritualwill' inside master key,
Ontheroad/spiritual-will-qa.mp4,Ontheroad,video/mp4,466839815,A,228;229,Spiritual Will Inspiring Q & A,On The Road Talk Series,T2t,0.92,tokens 2/3 significant (prior: On The Road Talk Series),
PDFsandEPUBs/AlongthePathtoEnlightenment.epub,PDFsandEPUBs,application/x-zip,277011,A,298,Along the Path to Enlightenment,Books,T1x,1.00,exact name key(s): alongthepathtoenlightenment,
PDFsandEPUBs/BeyondIllusion.epub,PDFsandEPUBs,application/epub+zip,1521165,A,305,"Beyond Illusion: Exploring Perception, Ego, and Meditation on the Path to Truth",Transcription Series Books,T1x,1.00,exact name key(s): beyondillusion,
PDFsandEPUBs/BookofSlides.pdf,PDFsandEPUBs,application/pdf,9982718,A,314,Book of Slides (The Complete Collection),Books,T1c,1.00,containment: registry key 'bookofslides' inside master key,
PDFsandEPUBs/DailyReflections.pdf,PDFsandEPUBs,application/pdf,6278625,A,297,"Daily Reflections from Dr. David R. Hawkins: 365 Contemplations on Surrender, Healing, and Consciousness",Books,T1c,1.00,containment: registry key 'dailyreflections' inside master key,
PDFsandEPUBs/DissolvingtheEgo.pdf,PDFsandEPUBs,application/pdf,745719,A,299,Dissolving the Ego Realizing the Self,Books,T1c,1.00,containment: registry key 'dissolvingtheego' inside master key,
PDFsandEPUBs/I_RealityandSubjectivitybyDavidR.Hawkins.epub,PDFsandEPUBs,application/epub+zip,405229,A,288,I: Reality and Subjectivity,Books,T1c,1.00,containment: master key 'irealityandsubjectivity' inside registry name,
PDFsandEPUBs/LettingGo_ThePathwayofSurrenderbyDavidR.Hawkins.epub,PDFsandEPUBs,application/epub+zip,456565,A,290;323,Letting Go: The Pathway of Surrender,Books,T1c,1.00,all significant tokens of a name segment match (prior: none); containment: master key 'lettinggothepathwayofsurrender' inside registry name,
"PDFsandEPUBs/Powervs.Force-Hawkins,DavidR.epub",PDFsandEPUBs,application/epub+zip,1051261,A,286;320;331;373,Power vs. Force: The Hidden Determinants of Human Behavior,Books,T1c,1.00,containment: master key 'powervsforce' inside registry name,
"PDFsandEPUBs/Reality,SpiritualityandModernMan-Hawkins,DavidR.epub",PDFsandEPUBs,application/epub+zip,2132122,A,293,"Reality, Spirituality and Modern Man",Books,T1c,1.00,all significant tokens of a name segment match (prior: none); containment: master key 'realityspiritualityandmodernman' inside registry name,
PDFsandEPUBs/SuccessIsforYouUsingHeart-CenteredPowerPrinciplesforLastingAbundanceandFulfillment.epub,PDFsandEPUBs,application/epub+zip,1417631,A,296,Success Is for You: Using Heart-Centered Power Principles for Lasting Abundance and Fulfillment,Books,T1x,1.00,exact name key(s): successisforyouusingheartcenteredpowerprinciplesforlastingabundanceandfulfillment,
PDFsandEPUBs/TheEgoIsNottheRealYou.epub,PDFsandEPUBs,application/epub+zip,3124788,A,316,The Ego is Not the Real You,Books,T1x,1.00,exact name key(s): theegoisnottherealyou,
PDFsandEPUBs/TheEvolutionofConsciousness.pdf,PDFsandEPUBs,application/pdf,3627635,A,304,The Evolution of Consciousness: Navigating the Levels of Awareness and Unlocking Spiritual Potential,Transcription Series Books,T1x,1.00,exact name key(s): theevolutionofconsciousness,
PDFsandEPUBs/TheEyeoftheI_FromWhichNothingisHiddenbyDavidHawkins.epub,PDFsandEPUBs,application/epub+zip,762974,A,287;321,The Eye of the I,Books,T1c,1.00,containment: master key 'theeyeofthei' inside registry name,
PDFsandEPUBs/ThePathtoSpiritualAdvancement.pdf,PDFsandEPUBs,application/pdf,3130516,A,303,The Path to Spiritual Advancement: How to Transcend the Ego and Experience the Presence of God,Transcription Series Books,T1x,1.00,exact name key(s): thepathtospiritualadvancement,
PDFsandEPUBs/TheWisdomofDrDavidRHawkins.epub,PDFsandEPUBs,application/epub+zip,2649662,A,318,The Wisdom of Dr. David R. Hawkins: Classic Teachings on Spiritual Truth and Enlightenment,Books,T1x,1.00,exact name key(s): thewisdomofdrdavidrhawkins,
PDFsandEPUBs/TranscendingtheLevelsofConsciousness_TheStairwaytoEnlightenmentbyDavidR.Hawkins.epub,PDFsandEPUBs,application/epub+zip,575701,A,294;325,Transcending the Levels of Consciousness,Books,T1c,1.00,containment: master key 'transcendingthelevelsofconsciousness' inside registry name,
"PDFsandEPUBs/Truthvs.Falsehood-Hawkins,DavidR.epub",PDFsandEPUBs,application/epub+zip,1988493,A,289;322;327,Truth vs. Falsehood: How to Tell the Difference,Books,T1c,1.00,containment: master key 'truthvsfalsehood' inside registry name,
PDFsandEPUBs/Truthvs.Falsehood_HowtotelltheDifferencebyDavidR.Hawkins.epub,PDFsandEPUBs,application/epub+zip,1988493,A,289;322;327,Truth vs. Falsehood: How to Tell the Difference,Books,T1c,1.00,containment: master key 'truthvsfalsehood' inside registry name; containment: master key 'truthvsfalsehoodhowtotellthedifference' inside registry name,
"Satsangs/SatsangSeries-VolumeI/SatsangSeries,VolumeI[B00BOV7ODK].m4b",Satsangs,audio/x-m4b,165242100,B,,Satsang Series (Feb 2010),Satsang Series,T2t,0.75,tokens 2/4 significant (prior: Satsang Series),262:0.75;344:0.75;251:0.75;258:0.75;347:0.75;254:0.75;350:0.75;351:0.75;+14 more
"Satsangs/SatsangSeries-VolumeII/SatsangSeries,VolumeII[B00BOV9X8E].m4b",Satsangs,audio/x-m4b,167085941,B,,Satsang Series (Feb 2010),Satsang Series,T2t,0.75,tokens 2/5 significant (prior: Satsang Series),262:0.75;344:0.75;251:0.75;258:0.75;347:0.75;254:0.75;350:0.75;351:0.75;+14 more
"Satsangs/SatsangSeries-VolumeIII/CopyofSatsangSeries,VolumeIII[B00BOV7JE4].mp3",Satsangs,audio/x-m4b,159583119,B,,Satsang Series (Feb 2010),Satsang Series,T2t,0.75,tokens 2/7 significant (prior: Satsang Series),262:0.75;344:0.75;251:0.75;258:0.75;347:0.75;254:0.75;350:0.75;351:0.75;+14 more
"Satsangs/SatsangSeries-VolumeIII/SatsangSeries,VolumeIII[B00BOV7JE4].m4b",Satsangs,audio/x-m4b,159583119,B,,Satsang Series (Feb 2010),Satsang Series,T2t,0.75,tokens 2/6 significant (prior: Satsang Series),262:0.75;344:0.75;251:0.75;258:0.75;347:0.75;254:0.75;350:0.75;351:0.75;+14 more
"Satsangs/SatsangSeries-VolumeIV/SatsangSeries,VolumeIV[B00BOV8VXW].m4b",Satsangs,audio/x-m4b,125115121,B,,Satsang Series (Feb 2010),Satsang Series,T2t,0.75,tokens 2/5 significant (prior: Satsang Series),262:0.75;344:0.75;251:0.75;258:0.75;347:0.75;254:0.75;350:0.75;351:0.75;+14 more
"Satsangs/SatsangSeries-VolumeV/SatsangSeries,VolumeV[B00BOV9RUS].m4b",Satsangs,audio/x-m4b,124203654,B,,Satsang Series (Feb 2010),Satsang Series,T2t,0.75,tokens 2/4 significant (prior: Satsang Series),262:0.75;344:0.75;251:0.75;258:0.75;347:0.75;254:0.75;350:0.75;351:0.75;+14 more
"Satsangs/SatsangSeries-VolumeVI/SatsangSeries,VolumeVI[B00BOVA7Z2].m4b",Satsangs,audio/x-m4b,115059121,B,,Satsang Series (Feb 2010),Satsang Series,T2t,0.75,tokens 2/5 significant (prior: Satsang Series),262:0.75;344:0.75;251:0.75;258:0.75;347:0.75;254:0.75;350:0.75;351:0.75;+14 more
"Satsangs/SatsangSeries-VolumeVII/SatsangSeries,VolumeVII[B00BOV9W26].m4b",Satsangs,audio/x-m4b,127586045,B,,Satsang Series (Feb 2010),Satsang Series,T2t,0.75,tokens 2/6 significant (prior: Satsang Series),262:0.75;344:0.75;251:0.75;258:0.75;347:0.75;254:0.75;350:0.75;351:0.75;+14 more
"Satsangs/SatsangSeries-VolumeVIII/SatsangSeries,VolumeVIII[B00BOV8K4C].m4b",Satsangs,audio/x-m4b,117770952,B,,Satsang Series (Feb 2010),Satsang Series,T2t,0.75,tokens 2/7 significant (prior: Satsang Series),262:0.75;344:0.75;251:0.75;258:0.75;347:0.75;254:0.75;350:0.75;351:0.75;+14 more
Satsangs/SatsangSeriesVolumeIX/SatsangSeriesVolumeIX[B00JU2A62Q].m4b,Satsangs,audio/x-m4b,157783309,B,,Satsang Series (Feb 2010),Satsang Series,T2t,0.75,tokens 2/5 significant (prior: Satsang Series),262:0.75;344:0.75;251:0.75;258:0.75;347:0.75;254:0.75;350:0.75;351:0.75;+14 more
Satsangs/satsang-qa-jan-mar-jul-2011.mp4,Satsangs,video/mp4,2027131347,A,199;200;201,Question/Answer Session (Jan 2011) + Question/Answer Session (Mar 2011) + Question/Answer Session (Jul 2011),Satsang Series,T2sm,1.00,months 01/03/07 of 2011 match Satsang Series session(s); multi-work compilation (3 works),
VolumeSeries/volume-i-power-vs-force.mp4,VolumeSeries,video/mp4,1286589414,A,202;203,Volume I: Power vs. Force Muscle Testing,Volume Series,T2vol,1.00,all significant tokens of a name segment match (prior: Volume Series); volume numeral(s) i of Volume Series,
VolumeSeries/volume-ii-consciousness-and-addiction.mp4,VolumeSeries,video/mp4,1460289232,A,204;205,Volume II: Consciousness and Addiction,Volume Series,T1x,1.00,"all significant tokens of a name segment match (prior: Volume Series); exact name key(s): volumeiiconsciousnessaddiction, volumeiiconsciousnessandaddiction; volume numeral(s) ii of Volume Series",
VolumeSeries/volume-iii-advanced-states.mp4,VolumeSeries,video/mp4,1153593916,A,206;207,Volume III: Advanced States of Consciousness,Volume Series,T2vol,1.00,all significant tokens of a name segment match (prior: Volume Series); volume numeral(s) iii of Volume Series,
VolumeSeries/volume-iv-how-to-tell-the-truth.mp4,VolumeSeries,video/mp4,657368057,A,208;209,Volume IV: Consciousness: How to Tell the Truth About Anything,Volume Series,T2vol,1.00,all significant tokens of a name segment match (prior: Volume Series); volume numeral(s) iv of Volume Series,
VolumeSeries/volume-v-undoing-barriers.mp4,VolumeSeries,video/mp4,1452778159,A,210;211;212,Volume V: Undoing the Barriers to Spiritual Progress,Volume Series,T2vol,1.00,all significant tokens of a name segment match (prior: Volume Series); volume numeral(s) v of Volume Series,
VolumeSeries/volume-vi-vii-raise-level-conversation-with-knowingness.mp4,VolumeSeries,video/mp4,1102247663,A,213;214,Volume VI: How to Raise Your Level of Consciousness + Volume VII: A Conversation with Knowingness,Volume Series,T2vol,1.00,volume numeral(s) vi/vii of Volume Series; multi-work compilation (2 works),
"more/2012LifePrayer,WhatYouAreChangestheWorld,WhatisRealSuccessPermanentInnerPeace.mp3",more,audio/mpeg,99181989,A,285;312;313,What You are Changes the World + Permanent Inner Peace + What is Real Success?,Discussion Series,T1c,1.00,containment: master key 'permanentinnerpeace' inside registry name; containment: master key 'whatisrealsuccess' inside registry name; containment: master key 'whatyouarechangestheworld' inside registry name; multi-work compilation (3 works),
more/AdvancingSpiritualAwarenessPracticalSpirituality.mp3,more,audio/mpeg,136793969,A,166;167;168,Practical Spirituality,Advanced Spiritual Awareness,T1p,1.00,exact after collection-prefix strip: practicalspirituality,
more/AdvancingSpiritualAwarenessTheClearPathwaytoEnlightenment.mp3,more,audio/mpeg,131874733,A,157;158;159,The Clear Pathway to Enlightenment,Advanced Spiritual Awareness,T1p,1.00,exact after collection-prefix strip: theclearpathwaytoenlightenment,
more/DevotionalNondualityIntensiveAlignment.mp3,more,audio/mpeg,137514238,A,76;77;78;337,Alignment,Nonduality Intensive,T1x,1.00,all significant tokens of a name segment match (prior: Nonduality Intensive); exact after collection-prefix strip: alignment; exact name key(s): devotionalnondualityintensivealignment,
"more/DevotionalNondualityIntensiveGod,Religion,andSpirituality.mp3",more,audio/mpeg,146001088,A,100;101;102,"God, Religion, and Spirituality",Nonduality Intensive,T1p,1.00,"exact after collection-prefix strip: godreligionandspirituality, godreligionspirituality",
more/Don'tSetSailwithoutaCompass.mp3,more,audio/mpeg,31356325,A,356,Don’t Set Sail Without A Compass – Audio,Media Miscellaneous,T1x,1.00,exact name key(s): dontsetsailwithoutacompass,
more/GivingUpIllnessThroughACourseinMiracles.mp3,more,audio/mpeg,187153742,A,353,Giving Up Illness through A Course in Miracles© – Audio,Media Miscellaneous,T1x,1.00,all significant tokens of a name segment match (prior: none); exact name key(s): givingupillnessthroughacourseinmiracles,
more/HealingAchievingTotalWellnessThroughHigherLevelsofConsciousness.mp3,more,audio/mpeg,204308996,A,291;324;328,Healing and Recovery,Books,T1x,1.00,all significant tokens of a name segment match (prior: none); exact name key(s): healingachievingtotalwellnessthroughhigherlevelsofconsciousness,
more/HomoSpiritusDevotionalNondualitySeries(IntegrationofSpiritualityandPersonalLife-February2003).mp3,more,audio/mpeg,127616108,A,37;38;39,Integration of Spirituality and Personal Life,Devotional Nonduality,T1p,1.00,exact after collection-prefix strip: integrationofspiritualityandpersonallife,
more/HomoSpiritusDevotionalNondualitySeries(SpiritualCommunity-June2003).mp3,more,audio/mpeg,134104318,A,43;44;45,Spiritual Community,Devotional Nonduality,T1p,1.00,exact after collection-prefix strip: spiritualcommunity,
"more/IntheWorld,butNotofItLivingSpirituallyintheModernWorld.mp3",more,audio/mpeg,190565510,A,300;326;329,In the World But Not Of It: Transforming Everyday Experience into a Spiritual Path,Books,T1c,1.00,containment: master key 'intheworldbutnotofit' inside registry name,
more/PracticalSpiritualityHandlingSpiritualChallenges.mp3,more,audio/mpeg,132988555,A,187;188;189,Handling Spiritual Challenges,Practical Spirituality,T1p,1.00,exact after collection-prefix strip: handlingspiritualchallenges,
more/SatsangSeriesVolumeIX.mp3,more,audio/mpeg,140843870,B,,Satsang Series (Feb 2010),Satsang Series,T2t,0.75,tokens 2/5 significant (prior: Satsang Series),262:0.75;344:0.75;251:0.75;258:0.75;347:0.75;254:0.75;350:0.75;351:0.75;+14 more
more/TheHighestLevelofEnlightenmentTaptheDatabaseofConsciousnessforTotalSelf-Realization.mp3,more,audio/mpeg,171285361,A,301;330;332,The Highest Level of Enlightenment,Books,T1c,1.00,containment: master key 'thehighestlevelofenlightenment' inside registry name,
more/TheUltimateDavidHawkinsLibrary.mp3,more,audio/mpeg,296469173,A,370,The Ultimate David Hawkins Library,Nightingale-Conant,T1x,1.00,all significant tokens of a name segment match (prior: none); exact name key(s): theultimatedavidhawkinslibrary,
more/TranscendingtheLevelsofConsciousnessSeriesSpiritualPracticeandDailyLife.mp3,more,audio/mpeg,113738408,A,118;119;120,Spiritual Practice and Daily Life,Transcending Levels of Consciousness,T1p,1.00,exact after collection-prefix strip: spiritualpracticeanddailylife,
